	Cycle	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124
	Barcode	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429119	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429120	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121	710429121
	PamChip Location	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
	Visual QC	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK	OK
	Array	A1	A1	A1	A1	A1	A2	A2	A2	A2	A2	A3	A3	A3	A3	A3	A4	A4	A4	A4	A4	A1	A1	A1	A1	A1	A2	A2	A2	A2	A2	A3	A3	A3	A3	A3	A4	A4	A4	A4	A4	A1	A1	A1	A1	A1	A2	A2	A2	A2	A2	A3	A3	A3	A3	A3	A4	A4	A4	A4	A4
	Sample name	Male_VEH	Male_VEH	Male_VEH	Male_VEH	Male_VEH	Male_INS	Male_INS	Male_INS	Male_INS	Male_INS	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_INS	Female_INS	Female_INS	Female_INS	Female_INS	Male_VEH	Male_VEH	Male_VEH	Male_VEH	Male_VEH	Male_INS	Male_INS	Male_INS	Male_INS	Male_INS	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_INS	Female_INS	Female_INS	Female_INS	Female_INS	Male_VEH	Male_VEH	Male_VEH	Male_VEH	Male_VEH	Male_INS	Male_INS	Male_INS	Male_INS	Male_INS	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_VEH	Female_INS	Female_INS	Female_INS	Female_INS	Female_INS
ID
CSK21_355_367		-5.0	-4.0	-16.0	-34.0	-86.0	-4.0	-6.0	-14.0	-35.0	-52.0	-4.0	-7.0	-24.0	-42.0	-63.0	-3.0	-10.0	-25.0	-48.0	-79.0	-3.0	-5.0	-15.0	-35.0	-69.0	-3.0	-4.0	-16.0	-31.0	-58.0	-2.0	-5.0	-13.0	-44.0	-66.0	-5.0	-8.0	-19.0	-43.0	-76.0	-3.0	-4.0	-15.0	-24.0	-44.0	-2.0	-5.0	-13.0	-29.0	-64.0	-3.0	-7.0	-13.0	-29.0	-58.0	-4.0	-8.0	-24.0	-46.0	-86.0
GPSM2_394_406		698.0	1415.0	3549.0	3641.0	3163.0	612.0	1229.0	3118.0	3703.0	3306.0	730.0	1430.0	3686.0	3633.0	3176.0	701.0	1410.0	3569.0	3605.0	3083.0	555.0	1117.0	2781.0	3711.0	3300.0	626.0	1242.0	3152.0	3695.0	3288.0	699.0	1412.0	3529.0	3625.0	3139.0	616.0	1241.0	3118.0	3602.0	3100.0	395.0	795.0	1971.0	3810.0	3506.0	590.0	1174.0	2951.0	3711.0	3319.0	613.0	1241.0	3142.0	3693.0	3247.0	591.0	1204.0	3060.0	3632.0	3157.0
KCNA3_461_473		54.0	109.0	278.0	563.0	1109.0	46.0	94.0	238.0	494.0	974.0	83.0	180.0	448.0	909.0	1832.0	74.0	147.0	376.0	756.0	1510.0	43.0	83.0	208.0	426.0	873.0	56.0	113.0	287.0	568.0	1149.0	85.0	174.0	448.0	896.0	1798.0	75.0	148.0	384.0	788.0	1549.0	17.0	38.0	94.0	199.0	405.0	56.0	110.0	276.0	567.0	1146.0	62.0	126.0	323.0	666.0	1329.0	60.0	118.0	306.0	612.0	1229.0
MBP_222_234		2.0	5.0	14.0	31.0	55.0	3.0	7.0	11.0	23.0	54.0	2.0	5.0	9.0	20.0	43.0	4.0	5.0	13.0	30.0	55.0	2.0	3.0	14.0	30.0	62.0	2.0	6.0	13.0	29.0	54.0	2.0	7.0	20.0	35.0	71.0	2.0	6.0	16.0	33.0	63.0	1.0	4.0	9.0	25.0	53.0	4.0	7.0	10.0	28.0	49.0	2.0	3.0	14.0	25.0	47.0	4.0	6.0	18.0	29.0	57.0
NOS3_1171_1183		187.0	388.0	976.0	1968.0	3554.0	180.0	372.0	930.0	1854.0	3581.0	212.0	434.0	1087.0	2178.0	3519.0	180.0	356.0	918.0	1853.0	3476.0	173.0	347.0	863.0	1736.0	3492.0	184.0	369.0	931.0	1884.0	3540.0	192.0	388.0	979.0	1969.0	3521.0	163.0	338.0	855.0	1737.0	3455.0	100.0	205.0	527.0	1047.0	2105.0	180.0	366.0	906.0	1834.0	3572.0	171.0	344.0	868.0	1739.0	3513.0	159.0	317.0	812.0	1629.0	3294.0
RAB1A_187_199		-4.0	-5.0	-8.0	-20.0	-41.0	-1.0	-2.0	-3.0	-11.0	-24.0	-1.0	-3.0	-12.0	-28.0	-59.0	-1.0	-2.0	-10.0	-24.0	-47.0	-2.0	-3.0	-8.0	-11.0	-28.0	-3.0	-2.0	-6.0	-7.0	-27.0	0.0	0.0	-5.0	-6.0	-41.0	1.0	-1.0	-4.0	-12.0	-29.0	-3.0	-1.0	-7.0	-16.0	-25.0	-1.0	-3.0	-8.0	-19.0	-49.0	-1.0	-6.0	-12.0	-16.0	-40.0	0.0	0.0	-4.0	-8.0	-2.0
STK6_283_295		556.0	1129.0	2809.0	3620.0	3130.0	474.0	966.0	2436.0	3672.0	3299.0	566.0	1140.0	2848.0	3601.0	3158.0	532.0	1064.0	2685.0	3593.0	3075.0	447.0	892.0	2241.0	3703.0	3291.0	481.0	976.0	2460.0	3682.0	3279.0	538.0	1069.0	2714.0	3635.0	3154.0	492.0	972.0	2436.0	3592.0	3094.0	349.0	707.0	1789.0	3562.0	3486.0	471.0	941.0	2400.0	3686.0	3282.0	486.0	978.0	2476.0	3695.0	3268.0	438.0	902.0	2275.0	3655.0	3206.0
CFTR_730_742		1071.0	2129.0	3734.0	3379.0	2642.0	918.0	1849.0	3768.0	3445.0	2796.0	1053.0	2142.0	3738.0	3397.0	2641.0	1023.0	2063.0	3729.0	3353.0	2603.0	876.0	1773.0	3787.0	3476.0	2831.0	888.0	1801.0	3803.0	3511.0	2913.0	988.0	1944.0	3734.0	3364.0	2655.0	940.0	1883.0	3728.0	3335.0	2626.0	682.0	1378.0	3460.0	3581.0	3086.0	925.0	1859.0	3778.0	3462.0	2800.0	907.0	1822.0	3778.0	3474.0	2835.0	889.0	1821.0	3756.0	3399.0	2706.0
MYPC3_268_280		1265.0	2539.0	3671.0	3261.0	2394.0	1151.0	2295.0	3719.0	3335.0	2572.0	1255.0	2558.0	3675.0	3246.0	2319.0	1209.0	2450.0	3665.0	3219.0	2371.0	1096.0	2209.0	3728.0	3344.0	2580.0	1177.0	2362.0	3721.0	3334.0	2557.0	1161.0	2305.0	3672.0	3244.0	2382.0	1146.0	2276.0	3668.0	3228.0	2346.0	895.0	1804.0	3804.0	3505.0	2887.0	1185.0	2344.0	3716.0	3329.0	2562.0	1143.0	2300.0	3697.0	3326.0	2496.0	1130.0	2291.0	3691.0	3284.0	2475.0
VASP_271_283		127.0	266.0	670.0	1354.0	2704.0	137.0	273.0	703.0	1375.0	2778.0	158.0	330.0	835.0	1660.0	3316.0	129.0	267.0	679.0	1361.0	2717.0	117.0	225.0	573.0	1159.0	2325.0	136.0	267.0	686.0	1395.0	2824.0	157.0	317.0	816.0	1622.0	3217.0	135.0	276.0	697.0	1410.0	2799.0	84.0	161.0	418.0	840.0	1701.0	129.0	256.0	658.0	1306.0	2654.0	136.0	271.0	692.0	1396.0	2816.0	115.0	234.0	588.0	1185.0	2361.0
ADDB_696_708		7.0	14.0	34.0	71.0	156.0	4.0	11.0	23.0	48.0	102.0	8.0	11.0	36.0	65.0	138.0	11.0	21.0	52.0	110.0	223.0	7.0	13.0	30.0	57.0	121.0	5.0	12.0	29.0	63.0	128.0	6.0	13.0	39.0	77.0	160.0	13.0	21.0	53.0	115.0	236.0	5.0	8.0	25.0	50.0	100.0	7.0	11.0	31.0	59.0	122.0	7.0	13.0	31.0	67.0	141.0	11.0	22.0	55.0	110.0	222.0
BRCA1_1451_1463		2.0	2.0	-2.0	1.0	0.0	2.0	-2.0	-2.0	0.0	-2.0	-2.0	0.0	-3.0	0.0	-6.0	1.0	1.0	-2.0	-5.0	-1.0	1.0	1.0	0.0	2.0	-4.0	-1.0	-1.0	-4.0	-6.0	-15.0	-3.0	1.0	-1.0	-2.0	-8.0	1.0	-1.0	1.0	-3.0	-10.0	-1.0	-2.0	-2.0	-2.0	0.0	0.0	1.0	1.0	-3.0	-2.0	-2.0	-1.0	-2.0	-2.0	-4.0	0.0	-1.0	-3.0	-3.0	-10.0
DCX_49_61		3.0	5.0	7.0	19.0	51.0	3.0	5.0	7.0	16.0	42.0	2.0	4.0	15.0	27.0	60.0	4.0	7.0	19.0	38.0	81.0	2.0	4.0	9.0	22.0	49.0	1.0	5.0	10.0	27.0	48.0	2.0	4.0	14.0	29.0	57.0	5.0	9.0	19.0	41.0	89.0	3.0	3.0	6.0	16.0	37.0	0.0	5.0	13.0	25.0	62.0	1.0	3.0	13.0	25.0	55.0	2.0	5.0	18.0	38.0	81.0
GSUB_61_73		5.0	10.0	19.0	49.0	100.0	3.0	5.0	23.0	46.0	92.0	5.0	10.0	26.0	60.0	118.0	7.0	16.0	35.0	76.0	153.0	3.0	9.0	17.0	42.0	95.0	5.0	11.0	25.0	50.0	107.0	3.0	9.0	28.0	58.0	121.0	7.0	15.0	36.0	78.0	156.0	4.0	6.0	13.0	35.0	75.0	5.0	9.0	24.0	47.0	108.0	3.0	9.0	25.0	53.0	104.0	8.0	13.0	41.0	79.0	153.0
KCNB1_489_501		1.0	2.0	1.0	6.0	11.0	0.0	0.0	1.0	4.0	12.0	0.0	-1.0	3.0	12.0	20.0	-1.0	2.0	7.0	9.0	22.0	0.0	2.0	3.0	14.0	13.0	-1.0	3.0	7.0	13.0	25.0	-3.0	0.0	3.0	13.0	27.0	4.0	0.0	4.0	9.0	21.0	1.0	1.0	3.0	7.0	19.0	0.0	2.0	3.0	7.0	16.0	1.0	1.0	6.0	9.0	21.0	1.0	1.0	5.0	12.0	28.0
MK10_214_226		1.0	-1.0	-3.0	-8.0	-16.0	-1.0	-2.0	-6.0	-12.0	-22.0	0.0	-4.0	-6.0	-13.0	-35.0	0.0	-3.0	-9.0	-15.0	-28.0	0.0	2.0	-1.0	-5.0	-11.0	-1.0	-1.0	-5.0	-10.0	-10.0	-4.0	-3.0	-8.0	-10.0	-24.0	0.0	-3.0	-5.0	-10.0	-38.0	0.0	0.0	-5.0	-7.0	-14.0	0.0	-4.0	-6.0	-13.0	-28.0	-3.0	-2.0	-4.0	-14.0	-21.0	-1.0	-3.0	-8.0	-14.0	-31.0
NR4A1_344_356		6.0	14.0	33.0	68.0	148.0	4.0	11.0	32.0	66.0	133.0	5.0	11.0	33.0	70.0	146.0	10.0	24.0	59.0	127.0	246.0	8.0	13.0	28.0	60.0	125.0	6.0	12.0	32.0	64.0	125.0	6.0	14.0	30.0	64.0	138.0	13.0	20.0	50.0	109.0	219.0	6.0	10.0	26.0	55.0	115.0	5.0	13.0	33.0	64.0	140.0	6.0	13.0	34.0	74.0	151.0	10.0	21.0	54.0	109.0	214.0
RAF1_253_265		8.0	16.0	32.0	75.0	154.0	4.0	14.0	35.0	74.0	149.0	15.0	23.0	71.0	145.0	273.0	8.0	20.0	51.0	111.0	221.0	4.0	13.0	24.0	56.0	127.0	8.0	15.0	40.0	90.0	176.0	13.0	22.0	60.0	130.0	262.0	9.0	21.0	52.0	99.0	213.0	4.0	6.0	17.0	33.0	78.0	7.0	13.0	41.0	76.0	147.0	7.0	13.0	33.0	77.0	175.0	9.0	15.0	38.0	76.0	160.0
STMN2_90_102		368.0	749.0	1904.0	3690.0	3262.0	321.0	644.0	1638.0	3284.0	3349.0	439.0	892.0	2258.0	3647.0	3182.0	401.0	817.0	2047.0	3634.0	3194.0	279.0	563.0	1411.0	2805.0	3411.0	322.0	649.0	1658.0	3295.0	3398.0	437.0	861.0	2162.0	3642.0	3204.0	391.0	768.0	1953.0	3640.0	3182.0	196.0	404.0	1028.0	2031.0	3598.0	328.0	671.0	1680.0	3346.0	3383.0	326.0	666.0	1667.0	3331.0	3358.0	312.0	643.0	1616.0	3258.0	3320.0
CGHB_109_121		107.0	219.0	550.0	1101.0	2241.0	98.0	202.0	498.0	1006.0	2031.0	141.0	288.0	726.0	1465.0	2969.0	124.0	243.0	629.0	1263.0	2545.0	95.0	192.0	480.0	969.0	1945.0	107.0	214.0	556.0	1103.0	2225.0	141.0	286.0	712.0	1428.0	2877.0	119.0	240.0	609.0	1233.0	2453.0	75.0	143.0	371.0	750.0	1496.0	110.0	215.0	560.0	1118.0	2240.0	105.0	211.0	548.0	1091.0	2181.0	106.0	210.0	534.0	1085.0	2178.0
NCF1_296_308		885.0	1734.0	3702.0	3312.0	2541.0	776.0	1543.0	3727.0	3381.0	2662.0	781.0	1594.0	3717.0	3354.0	2559.0	779.0	1602.0	3724.0	3313.0	2587.0	774.0	1553.0	3738.0	3413.0	2751.0	901.0	1818.0	3725.0	3335.0	2658.0	798.0	1562.0	3721.0	3322.0	2536.0	757.0	1496.0	3712.0	3366.0	2598.0	737.0	1482.0	3687.0	3482.0	2895.0	805.0	1629.0	3733.0	3369.0	2628.0	622.0	1255.0	3168.0	3404.0	2739.0	678.0	1391.0	3514.0	3371.0	2651.0
VTNC_390_402		825.0	1647.0	3720.0	3333.0	2580.0	724.0	1440.0	3629.0	3405.0	2738.0	799.0	1639.0	3711.0	3372.0	2594.0	765.0	1537.0	3702.0	3311.0	2517.0	696.0	1402.0	3503.0	3441.0	2779.0	719.0	1425.0	3583.0	3458.0	2831.0	792.0	1564.0	3720.0	3352.0	2602.0	720.0	1454.0	3650.0	3336.0	2621.0	503.0	1023.0	2564.0	3566.0	3059.0	705.0	1406.0	3598.0	3413.0	2711.0	636.0	1281.0	3235.0	3474.0	2851.0	657.0	1310.0	3317.0	3383.0	2701.0
ADDB_706_718		9.0	20.0	50.0	104.0	210.0	8.0	18.0	41.0	89.0	166.0	13.0	25.0	67.0	139.0	283.0	15.0	29.0	76.0	156.0	311.0	10.0	19.0	47.0	91.0	186.0	13.0	24.0	53.0	114.0	231.0	13.0	24.0	69.0	138.0	281.0	15.0	32.0	82.0	165.0	337.0	8.0	15.0	40.0	83.0	168.0	12.0	25.0	61.0	125.0	244.0	11.0	26.0	62.0	124.0	251.0	14.0	29.0	75.0	154.0	319.0
C1R_201_213		1.0	0.0	1.0	6.0	15.0	0.0	4.0	1.0	5.0	15.0	2.0	1.0	5.0	12.0	21.0	2.0	2.0	8.0	14.0	24.0	0.0	3.0	3.0	6.0	14.0	3.0	1.0	4.0	8.0	16.0	1.0	0.0	6.0	5.0	16.0	1.0	2.0	8.0	13.0	31.0	1.0	1.0	4.0	6.0	8.0	1.0	4.0	7.0	11.0	18.0	-1.0	3.0	3.0	7.0	16.0	0.0	3.0	4.0	13.0	20.0
ELK1_356_368		0.0	1.0	1.0	1.0	3.0	0.0	0.0	-1.0	-1.0	-3.0	0.0	-1.0	-5.0	-1.0	-3.0	-1.0	-3.0	-3.0	-7.0	-13.0	0.0	2.0	-1.0	0.0	-5.0	0.0	-2.0	-2.0	-3.0	-8.0	1.0	-3.0	2.0	0.0	-11.0	0.0	-1.0	-6.0	-11.0	-16.0	0.0	1.0	0.0	0.0	-1.0	-2.0	-1.0	-1.0	-2.0	-8.0	-2.0	0.0	-4.0	-1.0	-4.0	0.0	1.0	-2.0	-6.0	-11.0
GYS2_1_13		24.0	45.0	115.0	240.0	482.0	18.0	38.0	89.0	186.0	380.0	36.0	73.0	179.0	368.0	728.0	28.0	59.0	147.0	303.0	616.0	21.0	42.0	95.0	195.0	397.0	23.0	45.0	108.0	229.0	463.0	39.0	74.0	192.0	376.0	783.0	32.0	63.0	151.0	301.0	633.0	13.0	23.0	60.0	120.0	248.0	22.0	45.0	109.0	227.0	463.0	26.0	49.0	118.0	250.0	518.0	26.0	51.0	127.0	263.0	529.0
KIF11_919_931		2.0	-2.0	-1.0	-5.0	-1.0	-2.0	2.0	-1.0	-2.0	-7.0	-1.0	-2.0	-2.0	-2.0	-7.0	0.0	-3.0	-3.0	-3.0	-10.0	0.0	-1.0	1.0	-2.0	-6.0	-2.0	1.0	-1.0	-4.0	-1.0	0.0	-1.0	-2.0	-3.0	-7.0	-1.0	1.0	-3.0	-4.0	-5.0	-2.0	-1.0	-2.0	-2.0	1.0	0.0	2.0	-1.0	-5.0	-6.0	0.0	2.0	-1.0	-3.0	-2.0	1.0	1.0	3.0	6.0	7.0
MP2K1_281_293		1.0	0.0	-1.0	2.0	-1.0	0.0	0.0	-1.0	0.0	-4.0	0.0	-1.0	-2.0	-2.0	0.0	1.0	-2.0	0.0	3.0	1.0	1.0	2.0	1.0	2.0	8.0	1.0	1.0	1.0	-1.0	3.0	1.0	0.0	2.0	2.0	5.0	0.0	0.0	1.0	2.0	5.0	0.0	2.0	0.0	-1.0	6.0	1.0	1.0	1.0	-2.0	-1.0	-1.0	1.0	1.0	-1.0	5.0	2.0	1.0	3.0	5.0	11.0
NTRK3_824_836		2.0	1.0	2.0	5.0	12.0	0.0	4.0	6.0	7.0	12.0	2.0	0.0	3.0	7.0	12.0	0.0	1.0	0.0	4.0	-1.0	-1.0	1.0	3.0	6.0	12.0	2.0	-1.0	2.0	6.0	7.0	0.0	-1.0	3.0	3.0	7.0	2.0	2.0	-1.0	-1.0	6.0	1.0	1.0	2.0	5.0	11.0	1.0	2.0	1.0	4.0	9.0	0.0	1.0	3.0	5.0	10.0	2.0	2.0	1.0	1.0	3.0
RAP1B_172_184		43.0	86.0	216.0	431.0	870.0	42.0	84.0	209.0	425.0	849.0	66.0	133.0	338.0	677.0	1371.0	58.0	122.0	306.0	619.0	1234.0	33.0	69.0	169.0	344.0	694.0	45.0	90.0	228.0	449.0	915.0	68.0	128.0	328.0	678.0	1335.0	60.0	116.0	287.0	598.0	1206.0	23.0	47.0	112.0	228.0	459.0	45.0	91.0	222.0	460.0	914.0	48.0	102.0	253.0	512.0	1022.0	47.0	102.0	253.0	507.0	1036.0
TAU_524_536		-2.0	0.0	0.0	-10.0	-6.0	2.0	1.0	0.0	0.0	5.0	-1.0	-1.0	-2.0	0.0	-14.0	-1.0	-3.0	3.0	0.0	30.0	-1.0	-1.0	0.0	1.0	18.0	-1.0	1.0	3.0	-6.0	5.0	0.0	-2.0	6.0	1.0	12.0	0.0	0.0	5.0	1.0	24.0	1.0	-1.0	-6.0	-9.0	0.0	-1.0	-2.0	-3.0	-1.0	-15.0	-1.0	-1.0	-1.0	0.0	-17.0	-2.0	0.0	-1.0	0.0	16.0
CREB1_126_138		754.0	1487.0	3751.0	3471.0	2825.0	653.0	1296.0	3273.0	3543.0	3002.0	678.0	1372.0	3482.0	3477.0	2830.0	673.0	1361.0	3434.0	3467.0	2851.0	598.0	1207.0	3044.0	3576.0	3037.0	654.0	1300.0	3291.0	3568.0	3022.0	669.0	1317.0	3343.0	3531.0	2922.0	603.0	1189.0	2983.0	3517.0	2818.0	490.0	979.0	2459.0	3668.0	3276.0	615.0	1243.0	3113.0	3559.0	3059.0	590.0	1192.0	2966.0	3598.0	3103.0	578.0	1160.0	2917.0	3534.0	2980.0
NCF1_321_333		707.0	1416.0	3562.0	3332.0	2585.0	619.0	1252.0	3153.0	3385.0	2677.0	768.0	1538.0	3715.0	3334.0	2569.0	689.0	1399.0	3523.0	3315.0	2532.0	606.0	1208.0	3048.0	3463.0	2741.0	659.0	1309.0	3279.0	3431.0	2798.0	704.0	1405.0	3525.0	3329.0	2570.0	639.0	1247.0	3150.0	3359.0	2636.0	459.0	921.0	2350.0	3570.0	3050.0	657.0	1325.0	3349.0	3415.0	2752.0	616.0	1252.0	3151.0	3415.0	2680.0	578.0	1160.0	2936.0	3427.0	2743.0
CFTR_761_773		1862.0	3724.0	3456.0	2819.0	1645.0	1659.0	3318.0	3544.0	2998.0	1921.0	1630.0	3283.0	3508.0	2913.0	1801.0	1595.0	3226.0	3516.0	2928.0	1821.0	1552.0	3136.0	3571.0	3042.0	1981.0	1572.0	3149.0	3550.0	3080.0	2088.0	1561.0	3105.0	3552.0	3001.0	1907.0	1481.0	2938.0	3554.0	2972.0	1822.0	1365.0	2752.0	3618.0	3131.0	2135.0	1603.0	3218.0	3547.0	3024.0	1958.0	1490.0	3016.0	3548.0	2999.0	1896.0	1504.0	3005.0	3549.0	3028.0	2039.0
AKT1_301_313		-1.0	-2.0	0.0	-4.0	-8.0	-1.0	0.0	0.0	-4.0	-4.0	1.0	-2.0	-3.0	-1.0	-6.0	-2.0	-1.0	-5.0	-7.0	-17.0	-1.0	-3.0	-1.0	-3.0	-4.0	-1.0	-2.0	-3.0	-8.0	-2.0	0.0	-1.0	0.0	-1.0	-7.0	0.0	0.0	-5.0	-6.0	-12.0	1.0	2.0	2.0	-1.0	1.0	1.0	2.0	-1.0	-3.0	-3.0	0.0	0.0	-3.0	-6.0	-11.0	-1.0	-1.0	-3.0	-4.0	-4.0
CA2D1_494_506		3.0	5.0	14.0	28.0	66.0	2.0	5.0	12.0	19.0	46.0	1.0	6.0	12.0	36.0	65.0	3.0	7.0	21.0	37.0	83.0	2.0	4.0	13.0	28.0	57.0	1.0	4.0	15.0	27.0	61.0	4.0	6.0	15.0	33.0	67.0	3.0	8.0	19.0	34.0	79.0	2.0	5.0	11.0	22.0	45.0	2.0	4.0	12.0	24.0	52.0	2.0	5.0	13.0	24.0	57.0	2.0	8.0	19.0	35.0	72.0
ELK1_410_422		-2.0	-3.0	-6.0	-13.0	-18.0	-3.0	-3.0	-6.0	-12.0	-26.0	-2.0	-2.0	-5.0	-10.0	-33.0	-3.0	-5.0	-10.0	-17.0	-41.0	-2.0	-4.0	-5.0	-10.0	-14.0	-2.0	-5.0	-8.0	-15.0	-30.0	-2.0	-3.0	-7.0	-13.0	-27.0	-2.0	-2.0	-11.0	-23.0	-41.0	-1.0	1.0	-3.0	-8.0	-11.0	-1.0	-2.0	-5.0	-10.0	-17.0	-1.0	-2.0	-7.0	-10.0	-20.0	0.0	-3.0	-8.0	-8.0	-24.0
H2B1B_ 27_40		68.0	139.0	357.0	715.0	1446.0	59.0	114.0	294.0	599.0	1192.0	88.0	179.0	458.0	922.0	1855.0	87.0	179.0	457.0	920.0	1838.0	56.0	111.0	284.0	564.0	1135.0	66.0	136.0	343.0	696.0	1386.0	99.0	191.0	489.0	989.0	1998.0	81.0	162.0	408.0	829.0	1660.0	40.0	84.0	213.0	421.0	848.0	76.0	148.0	382.0	750.0	1527.0	76.0	153.0	374.0	769.0	1542.0	78.0	158.0	402.0	804.0	1640.0
KIF2C_105_118_S106G		126.0	256.0	642.0	1293.0	2588.0	126.0	253.0	653.0	1312.0	2629.0	139.0	284.0	718.0	1442.0	2912.0	135.0	276.0	698.0	1411.0	2843.0	116.0	235.0	606.0	1212.0	2438.0	130.0	269.0	679.0	1370.0	2750.0	146.0	285.0	719.0	1466.0	2930.0	143.0	285.0	721.0	1454.0	2959.0	98.0	199.0	503.0	1003.0	2008.0	141.0	281.0	710.0	1410.0	2860.0	124.0	255.0	649.0	1297.0	2602.0	136.0	276.0	723.0	1447.0	2877.0
MP2K1_287_299		5.0	12.0	32.0	55.0	117.0	4.0	11.0	27.0	57.0	113.0	5.0	8.0	27.0	63.0	124.0	8.0	14.0	39.0	81.0	172.0	4.0	10.0	27.0	56.0	117.0	7.0	11.0	27.0	63.0	128.0	6.0	10.0	32.0	66.0	125.0	6.0	17.0	42.0	86.0	169.0	3.0	9.0	23.0	45.0	90.0	6.0	9.0	30.0	53.0	115.0	7.0	11.0	27.0	59.0	118.0	6.0	15.0	42.0	78.0	162.0
P53_12_24		0.0	2.0	7.0	8.0	19.0	1.0	3.0	9.0	14.0	26.0	0.0	1.0	4.0	6.0	20.0	0.0	2.0	1.0	6.0	5.0	0.0	2.0	4.0	10.0	22.0	1.0	2.0	7.0	11.0	23.0	1.0	1.0	1.0	7.0	13.0	1.0	2.0	4.0	8.0	7.0	1.0	2.0	5.0	9.0	17.0	2.0	1.0	5.0	8.0	23.0	0.0	1.0	4.0	6.0	19.0	4.0	2.0	4.0	7.0	19.0
RB_242_254		2.0	6.0	17.0	38.0	74.0	1.0	7.0	22.0	39.0	80.0	3.0	5.0	19.0	39.0	82.0	3.0	13.0	23.0	62.0	122.0	2.0	3.0	16.0	34.0	80.0	2.0	7.0	19.0	38.0	83.0	5.0	8.0	21.0	52.0	101.0	4.0	11.0	25.0	53.0	111.0	1.0	5.0	14.0	28.0	56.0	6.0	6.0	18.0	39.0	77.0	5.0	6.0	16.0	38.0	91.0	3.0	8.0	28.0	52.0	106.0
TLE2_246_258		-5.0	-12.0	-23.0	-63.0	-68.0	-3.0	-7.0	-18.0	-32.0	-97.0	-6.0	-14.0	-26.0	-54.0	-128.0	-6.0	-10.0	-29.0	-66.0	-133.0	-4.0	-8.0	-23.0	-38.0	-80.0	-7.0	-12.0	-24.0	-61.0	-124.0	-3.0	-14.0	-28.0	-48.0	-97.0	-5.0	-10.0	-27.0	-56.0	-107.0	-4.0	-5.0	-16.0	-37.0	-66.0	-4.0	-6.0	-22.0	-43.0	-83.0	-7.0	-13.0	-36.0	-69.0	-134.0	-6.0	-11.0	-25.0	-61.0	-119.0
DESP_2842_2854		459.0	918.0	2308.0	3614.0	3141.0	406.0	818.0	2034.0	3647.0	3184.0	456.0	946.0	2406.0	3595.0	3084.0	489.0	990.0	2525.0	3553.0	3009.0	382.0	745.0	1889.0	3683.0	3254.0	410.0	833.0	2068.0	3663.0	3242.0	500.0	986.0	2521.0	3566.0	3014.0	465.0	928.0	2342.0	3556.0	3038.0	270.0	558.0	1365.0	2747.0	3432.0	434.0	860.0	2160.0	3650.0	3182.0	436.0	856.0	2155.0	3628.0	3175.0	407.0	820.0	2119.0	3604.0	3140.0
NFKB1_330_342		299.0	611.0	1531.0	3059.0	3124.0	267.0	549.0	1373.0	2747.0	3140.0	359.0	726.0	1820.0	3568.0	3029.0	317.0	651.0	1640.0	3304.0	3017.0	254.0	523.0	1336.0	2654.0	3237.0	280.0	578.0	1446.0	2883.0	3166.0	343.0	683.0	1709.0	3435.0	3066.0	313.0	626.0	1569.0	3258.0	3041.0	183.0	383.0	957.0	1922.0	3436.0	296.0	605.0	1513.0	3049.0	3150.0	283.0	579.0	1453.0	2953.0	3142.0	252.0	510.0	1315.0	2593.0	3106.0
F263_454_466		1874.0	3789.0	3555.0	2982.0	2060.0	1714.0	3463.0	3606.0	3145.0	2103.0	1750.0	3502.0	3549.0	3041.0	1921.0	1647.0	3343.0	3556.0	3003.0	2088.0	1665.0	3334.0	3608.0	3115.0	2418.0	1603.0	3245.0	3620.0	3126.0	2181.0	1648.0	3272.0	3592.0	3097.0	2123.0	1538.0	3061.0	3588.0	3069.0	2035.0	1393.0	2814.0	3670.0	3259.0	2511.0	1711.0	3406.0	3577.0	3057.0	2128.0	1559.0	3148.0	3620.0	3148.0	2097.0	1602.0	3255.0	3579.0	3063.0	2038.0
